SERVICE_WID,SERVICE,SUB_SERVICE,SERVICE_STATUS_CD,SRV_PLAN_WID,PLAN_NAME,SRV_PLAN_STATUS_CD,SERVICE_START_DATE,SERVICE_END_DATE,SERVICE_DURATION,SERVICE_START_MONTH,SERVICE_START_YEAR,SERVICE_END_MONTH,SERVICE_END_YEAR,CASE_WID,CASE_NUM,TOTAL_COST_AMT,OUTCOME_FEES_PAID_AMT,SERVICE_SUPPORT_COST_AMT,CLIENT_TYPE_WID,CLIENT_TYPE_CD,CLIENT_TYPE,BIRTH_DATE,GENDER,EDUCATION_LEVEL,BIRTH_DECATE,AGE,GROUP_AGE
2364504464.0,Job Search,Job Search,Closed,870561157.0,Employment Services,Closed,2020-06-05,2020-08-31,87.0,6,2020,8.0,2020.0,1226906893.0,1-60528395553,1925.0,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,1997-02-24,Man/Boy,Secondary,1990,26,20 - 29
2324727264.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,889415277.0,Employment Services,Closed,2019-12-19,2020-09-05,261.0,12,2019,9.0,2020.0,1292794976.0,1-63020037888,2362.5,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,2000-07-25,Woman/Girl,Apprenticeship,2000,23,20 - 29
2499216264.0,Skills Enhancement - Competency Based Learning,Basic Life Skills Training,Cancelled,886699042.0,Employment Services,Closed,2020-02-03,2020-02-04,1.0,2,2020,2.0,2020.0,1210901627.0,1-60754257606,26.25,,,5.0,EI ACTIVE,EI Active,1966-12-25,Man/Boy,College,1960,57,50 - 59
2721047464.0,Job Search,Job Search,Closed,824519743.0,Employment Services,Closed,2019-10-28,2021-02-02,463.0,10,2019,2.0,2021.0,1101129635.0,1-63647220674,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1985-01-23,Woman/Girl,Unknown,1980,39,30 - 39
2419481694.0,Self-Serve Services,Self-Serve Services,Cancelled,871039009.0,Self-Serve,Closed,2020-03-24,2020-03-24,0.0,3,2020,3.0,2020.0,1271145237.0,1-59900445141,,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1993-03-06,Woman/Girl,Elementary,1990,30,30 - 39
2417297464.0,Client Needs Assessment,Client Needs Assessment,Closed,872221699.0,Employment Services,Closed,2020-05-27,2020-07-04,38.0,5,2020,7.0,2020.0,1272086412.0,1-59100819341,,,,18.0,GENERAL,General w/o a Disability,2005-08-12,Woman/Girl,University,2000,18,19-
2497732694.0,Self-Serve Services,Self-Serve Services,Cancelled,871422172.0,Self-Serve,Closed,2020-03-21,2020-03-21,0.0,3,2020,3.0,2020.0,1271145727.0,1-59126740369,,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,2005-12-06,Woman/Girl,Elementary,2000,18,19-
2792375264.0,External Referrals,Referral to Federal Employment Programs,Closed,825668662.0,Employment Services,Closed,2019-10-17,2020-01-12,87.0,10,2019,1.0,2020.0,1135355405.0,1-63787781765,2625.0,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1992-12-08,Woman/Girl,College,1990,31,30 - 39
2835232994.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,822814645.0,Employment Services,Closed,2019-10-02,2020-10-07,371.0,10,2019,10.0,2020.0,1149002522.0,1-64025381477,30.63,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2004-11-23,Man/Boy,Elementary,2000,19,19-
7509153694.0,Client Needs Assessment,Client Needs Assessment,In Progress,881243575.0,Employment Services,Open,2022-11-28,,,11,2022,,,1297611874.0,1-60990924709,,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1992-02-03,Man/Boy,Unknown,1990,32,30 - 39
2432980464.0,Job Search,Job Search,Closed,820690695.0,Employment Services,Closed,2020-04-15,2020-04-22,7.0,4,2020,4.0,2020.0,1104022987.0,1-63432580576,11267.89,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1999-02-09,Man/Boy,University,1990,25,20 - 29
8395675464.0,Client Needs Assessment,Client Needs Assessment,Closed,865781474.0,Employment Services,Open,2021-09-28,2021-09-28,0.0,9,2021,9.0,2021.0,1183450805.0,1-65309970992,3802.27,,,9.0,EO ACTIVE,BCEA EO and EI Active,2005-03-04,Man/Boy,Secondary,2000,18,19-
8408795264.0,Job Sustainment,Job Sustainment,Closed,813808041.0,Employment Services,Closed,2021-07-19,2021-11-28,132.0,7,2021,11.0,2021.0,1164927959.0,1-64783661455,529.38,,,17.0,GENERAL PWD,General with a Disability,2004-04-12,Man/Boy,Unknown,2000,19,19-
7853218464.0,Client Needs Assessment,Client Needs Assessment,Closed,864653260.0,Employment Services,Closed,2022-06-28,2022-08-10,43.0,6,2022,8.0,2022.0,1878084056.0,1-53658656500,,,,5.0,EI ACTIVE,EI Active,2004-01-22,Man/Boy,Apprenticeship,2000,20,20 - 29
2239742694.0,Skills Enhancement - STOC,FoodSafe,Closed,821162854.0,Employment Services,Closed,2019-08-17,2019-08-17,0.0,8,2019,8.0,2019.0,1154905178.0,1-64440262101,2094.66,0.0,62.78,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1996-10-04,Woman/Girl,Elementary,1990,27,20 - 29
2877230464.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,828027984.0,Employment Services,Closed,2019-09-17,2020-01-01,106.0,9,2019,1.0,2020.0,1145369751.0,1-63190051625,350.0,,,1.0,BCEA EO,BCEA EO,2001-03-09,Man/Boy,College,2000,22,20 - 29
8350894464.0,External Referrals,Referral to Federal Employment Programs,Closed,865829114.0,Employment Services,Closed,2021-11-29,2022-06-30,213.0,11,2021,6.0,2022.0,1815645024.0,1-56920138292,,,,7.0,EI REACHBACK,EI Reachback,1981-11-20,Man/Boy,Secondary,1980,42,40 - 49
2860005464.0,Work Experience,Customized Employment  - Employment Focused,Closed,810390266.0,Employment Services,Open,2019-08-22,2019-10-05,44.0,8,2019,10.0,2019.0,1152710367.0,1-64517205104,2935.67,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1993-09-06,Man/Boy,University,1990,30,30 - 39
2871585264.0,Client Needs Assessment,Client Needs Assessment,Closed,828313094.0,Employment Services,Closed,2019-09-16,2020-03-05,171.0,9,2019,3.0,2020.0,1145711212.0,1-63900756005,1158.13,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1992-05-18,Woman/Girl,Unknown,1990,31,30 - 39
2872650694.0,Client Needs Assessment,Client Needs Assessment,Closed,828313821.0,Employment Services,Closed,2019-09-16,2019-10-16,30.0,9,2019,10.0,2019.0,1145711763.0,1-63196937397,,,,8.0,EI REACHBACK,EI Reachback,1985-12-21,Woman/Girl,University,1980,38,30 - 39
2233328264.0,Job Sustainment,Job Sustainment,Closed,813639480.0,Employment Services,Closed,2019-07-23,2020-07-23,366.0,7,2019,7.0,2020.0,1164588434.0,1-64761546096,2625.0,2625.0,0.0,1.0,BCEA EO,BCEA EO,1991-08-09,Woman/Girl,Secondary,1990,32,30 - 39
2824157994.0,Skills Enhancement - ESS Workshops,Essential Work Skills Workshop,Closed,822459561.0,Employment Services,Closed,2019-09-09,2020-01-10,123.0,9,2019,1.0,2020.0,1142557202.0,1-64044284337,175.0,,,9.0,EO ACTIVE,BCEA EO and EI Active,1986-07-25,Man/Boy,College,1980,37,30 - 39
7745655994.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,864944904.0,Employment Services,Open,2022-08-19,2022-11-11,84.0,8,2022,11.0,2022.0,1147761056.0,1-63971267646,,,,18.0,GENERAL,General w/o a Disability,1982-07-16,Woman/Girl,Unknown,1980,41,40 - 49
2736494994.0,Client Needs Assessment,Client Needs Assessment,Closed,889312318.0,Employment Services,Closed,2019-12-02,2020-01-17,46.0,12,2019,1.0,2020.0,1292384119.0,1-63069505552,,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,2005-01-06,Woman/Girl,Elementary,2000,19,19-
2767526994.0,Client Needs Assessment,Client Needs Assessment,Closed,820128906.0,Employment Services,Closed,2019-11-13,2019-11-13,0.0,11,2019,11.0,2019.0,1128531522.0,1-721151-172362,,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1960-11-23,Man/Boy,Secondary,1960,63,60+
8517516464.0,Job Search,Job Search,Closed,866376315.0,Employment Services,Open,2021-06-22,2022-07-13,386.0,6,2021,7.0,2022.0,1894501650.0,1-58373358038,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1989-12-31,Man/Boy,Secondary,1980,34,30 - 39
8715085264.0,Client Needs Assessment,Client Needs Assessment,Closed,866552163.0,Employment Services,Closed,2021-03-15,2021-08-31,169.0,3,2021,8.0,2021.0,1898037051.0,1-58843609286,1312.5,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1995-05-15,Man/Boy,University,1990,28,20 - 29
2690547694.0,Job Sustainment,Job Sustainment,Closed,889023168.0,Employment Services,Closed,2019-12-31,2021-03-19,444.0,12,2019,3.0,2021.0,1298268651.0,1-63063320479,2636.38,2187.5,448.88,1.0,BCEA EO,BCEA EO,1975-05-24,Woman/Girl,Elementary,1970,48,40 - 49
8329091464.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,865872152.0,Employment Services,Open,2021-10-05,2021-11-12,38.0,10,2021,11.0,2021.0,1814101051.0,1-56905151336,350.0,,,4.0,BCEA NEO OTHER,BCEA NEO Other,2002-11-10,Man/Boy,University,2000,21,20 - 29
2832080994.0,Client Needs Assessment,Client Needs Assessment,Cancelled,821162842.0,Employment Services,Open,2019-10-07,2019-10-07,0.0,10,2019,10.0,2019.0,1154905165.0,1-64440622453,3981.25,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1991-01-12,Woman/Girl,University,1990,33,30 - 39
2832897694.0,Client Needs Assessment,Client Needs Assessment,Closed,826471554.0,Employment Services,Closed,2019-10-07,2020-06-29,266.0,10,2019,6.0,2020.0,1138461216.0,1-63861071393,2362.5,,,9.0,EO ACTIVE,BCEA EO and EI Active,1985-06-20,Woman/Girl,Secondary,1980,38,30 - 39
7510821464.0,Job Sustainment,Job Sustainment,In Progress,865608898.0,Employment Services,Open,2022-09-05,2023-09-04,364.0,9,2022,9.0,2023.0,1822683098.0,1-56331124742,1272.91,437.5,0.0,17.0,GENERAL PWD,General with a Disability,2001-09-28,Woman/Girl,Apprenticeship,2000,22,20 - 29
2768786264.0,Job Search,Job Search,Closed,823948725.0,Employment Services,Closed,2019-11-13,2019-11-19,6.0,11,2019,11.0,2019.0,1102390269.0,1-63525929078,350.0,,,1.0,BCEA EO,BCEA EO,1993-09-06,Woman/Girl,Secondary,1990,30,30 - 39
2758646264.0,Client Needs Assessment,Client Needs Assessment,Closed,820526719.0,Employment Services,Closed,2019-11-19,2019-11-19,0.0,11,2019,11.0,2019.0,1103868095.0,1-63400353887,,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1992-12-08,Woman/Girl,Unknown,1990,31,30 - 39
2734837994.0,Self-Serve Services,Self-Serve Services,Set Up,889318063.0,Self-Serve,Open,2019-12-02,,,12,2019,,,1128586320.0,1-721168-192411,,,,6.0,EI ACTIVE,EI Active,1993-12-27,Man/Boy,Apprenticeship,1990,30,30 - 39
2744856694.0,Client Needs Assessment,Client Needs Assessment,Closed,889873654.0,Employment Services,Closed,2019-11-26,2019-11-26,0.0,11,2019,11.0,2019.0,1299022814.0,1-63337441877,90.56,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,2002-07-13,Man/Boy,Secondary,2000,21,20 - 29
7396587994.0,Job Sustainment,Job Sustainment,In Progress,888633547.0,Employment Services,Open,2023-01-03,2024-01-05,367.0,1,2023,1.0,2024.0,1131291081.0,1-63242731337,787.5,437.5,0.0,2.0,BCEA NEO PWD,BCEA NEO PWD,1996-06-05,Man/Boy,Secondary,1990,27,20 - 29
7082375264.0,Job Sustainment,Job Sustainment,In Progress,863831919.0,Employment Services,Open,2023-02-16,2024-02-15,364.0,2,2023,2.0,2024.0,1854781062.0,1-49074711530,700.0,350.0,0.0,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1991-08-08,Man/Boy,Elementary,1990,32,30 - 39
2743061464.0,Client Needs Assessment,Client Needs Assessment,Closed,889870229.0,Employment Services,Closed,2019-11-26,2019-11-26,0.0,11,2019,11.0,2019.0,1299022805.0,1-63335415591,2537.5,,,4.0,BCEA NEO OTHER,BCEA NEO Other,2006-03-15,Woman/Girl,Secondary,2000,17,19-
2693128994.0,Job Search,Job Search,Closed,882989069.0,Employment Services,Closed,2019-12-13,2020-12-09,362.0,12,2019,12.0,2020.0,1294920130.0,1-60931415446,,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1998-02-28,Man/Boy,University,1990,25,20 - 29
7835231464.0,Skills Enhancement - STOC,Basic Computer Training,Closed,864779836.0,Employment Services,Open,2022-08-15,2022-08-19,4.0,8,2022,8.0,2022.0,1871985757.0,1-53100667601,1010.89,0.0,428.4,9.0,EO ACTIVE,BCEA EO and EI Active,1971-02-06,Woman/Girl,Secondary,1970,53,50 - 59
7987524694.0,Client Needs Assessment,Client Needs Assessment,Closed,865351394.0,Employment Services,Closed,2022-01-18,2022-01-18,0.0,1,2022,1.0,2022.0,1823463583.0,1-55496876529,,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,1967-12-26,Woman/Girl,Apprenticeship,1960,56,50 - 59
7986604994.0,Self-Serve Services,Self-Serve Services,Closed,865355134.0,Self-Serve,Closed,2022-01-19,2022-01-27,8.0,1,2022,1.0,2022.0,1823360545.0,1-55410774098,393.75,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1983-04-12,Woman/Girl,Apprenticeship,1980,40,40 - 49
7908794264.0,Job Search,Job Search,Closed,865351639.0,Employment Services,Closed,2022-02-15,2022-06-15,120.0,2,2022,6.0,2022.0,1211783357.0,1-60224962568,,,,6.0,EI ACTIVE,EI Active,2003-01-29,Woman/Girl,Unknown,2000,21,20 - 29
8418443994.0,Skills Enhancement - STOC,FoodSafe,Closed,865225723.0,Employment Services,Closed,2021-08-12,2021-09-30,49.0,8,2021,9.0,2021.0,1128583120.0,1-721168-721239,231.26,0.0,0.0,5.0,EI ACTIVE,EI Active,1991-03-21,Woman/Girl,College,1990,32,30 - 39
2730741264.0,Job Sustainment,Job Sustainment,Closed,821601992.0,Employment Services,Closed,2019-11-04,2020-12-31,423.0,11,2019,12.0,2020.0,1153656651.0,1-64372829248,1010.63,875.0,91.88,6.0,EI ACTIVE,EI Active,1998-10-05,Man/Boy,College,1990,25,20 - 29
2618673994.0,Client Needs Assessment,Client Needs Assessment,Closed,882151420.0,Employment Services,Closed,2019-12-16,2021-01-01,382.0,12,2019,1.0,2021.0,1294703956.0,1-60122335041,2441.25,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,2004-08-03,Man/Boy,College,2000,19,19-
2617286264.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,820030835.0,Employment Services,Closed,2019-12-17,2020-09-08,266.0,12,2019,9.0,2020.0,1100466853.0,1-63370959833,444.06,0.0,42.79,2.0,BCEA NEO PWD,BCEA NEO PWD,1991-08-24,Man/Boy,Secondary,1990,32,30 - 39
2614772694.0,Job Search,Job Search,Closed,820997347.0,Employment Services,Open,2019-12-18,2022-02-14,789.0,12,2019,2.0,2022.0,1105154994.0,1-63423004122,,,,1.0,BCEA EO,BCEA EO,1998-06-05,Man/Boy,University,1990,25,20 - 29
2616535464.0,Job Search,Job Search,Closed,882232412.0,Employment Services,Closed,2019-12-17,2020-10-04,292.0,12,2019,10.0,2020.0,1294344745.0,1-60189674145,2919.31,,,5.0,EI ACTIVE,EI Active,2004-02-03,Man/Boy,Elementary,2000,20,20 - 29
7824901464.0,Work Experience,Wage Subsidy Work Experience,Closed,864753333.0,Employment Services,Open,2022-06-13,2022-11-27,167.0,6,2022,11.0,2022.0,1871352790.0,1-53208023869,11155.55,0.0,9930.55,3.0,BCEA NEO PPMB,BCEA NEO PPMB,2006-03-09,Man/Boy,Apprenticeship,2000,17,19-
7203385464.0,Client Needs Assessment,Client Needs Assessment,Closed,864777499.0,Employment Services,Open,2022-05-27,2022-06-30,34.0,5,2022,6.0,2022.0,1897090506.0,1-58706676763,875.0,,,5.0,EI ACTIVE,EI Active,2001-12-09,Woman/Girl,Apprenticeship,2000,22,20 - 29
7422946694.0,Skills Enhancement - ESS Workshops,Essential Work Skills Workshop,Closed,863147477.0,Employment Services,Open,2022-12-12,2023-03-09,87.0,12,2022,3.0,2023.0,1852256730.0,1-49852854762,86.63,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,2002-03-18,Woman/Girl,College,2000,21,20 - 29
2617655694.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,882232440.0,Employment Services,Closed,2019-12-17,2020-10-30,318.0,12,2019,10.0,2020.0,1294344684.0,1-60181823687,,,,8.0,EI REACHBACK,EI Reachback,1994-12-06,Woman/Girl,Elementary,1990,29,20 - 29
2617637464.0,Client Needs Assessment,Client Needs Assessment,Closed,882232432.0,Employment Services,Closed,2019-12-17,2020-01-03,17.0,12,2019,1.0,2020.0,1294344674.0,1-60181642415,677.37,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1978-07-27,Woman/Girl,Elementary,1970,45,40 - 49
7419236694.0,Skills Enhancement - STOC,Other,Cancelled,881697474.0,Employment Services,Closed,2022-12-07,2022-12-19,12.0,12,2022,12.0,2022.0,1296108952.0,1-60926714540,1172.46,,,9.0,EO ACTIVE,BCEA EO and EI Active,1961-02-06,Man/Boy,Secondary,1960,63,60+
2786228264.0,Client Needs Assessment,Client Needs Assessment,Closed,823205439.0,Employment Services,Closed,2019-11-04,2019-11-04,0.0,11,2019,11.0,2019.0,1108614659.0,1-63570974333,350.0,,,17.0,GENERAL PWD,General with a Disability,2005-12-27,Woman/Girl,Secondary,2000,18,19-
8777588694.0,Client Needs Assessment,Client Needs Assessment,Closed,866489935.0,Employment Services,Open,2021-03-30,2021-05-20,51.0,3,2021,5.0,2021.0,1896292135.0,1-58677575440,12652.5,,,18.0,GENERAL,General w/o a Disability,1990-02-26,Non-Binary,University,1990,33,30 - 39
7479218264.0,Self-Serve Services,Self-Serve Services,Set Up,863229625.0,Self-Serve,Open,2022-12-20,,,12,2022,,,1858184233.0,1-49701917497,,,,8.0,EI REACHBACK,EI Reachback,1982-06-16,Woman/Girl,University,1980,41,40 - 49
7097663994.0,Self-Serve Services,Self-Serve Services,Set Up,863686294.0,Self-Serve,Open,2023-03-06,,,3,2023,,,1849249597.0,1-41890258656,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1990-07-18,Man/Boy,Unknown,1990,33,30 - 39
7097647994.0,Client Needs Assessment,Client Needs Assessment,In Progress,863687064.0,Employment Services,Open,2023-03-06,,,3,2023,,,1849249784.0,1-41897854472,,,,18.0,GENERAL,General w/o a Disability,2001-04-27,Woman/Girl,Unknown,2000,22,20 - 29
8623848694.0,Job Sustainment,Job Sustainment,Closed,870622542.0,Employment Services,Closed,2021-05-09,2022-05-30,386.0,5,2021,5.0,2022.0,1253130758.0,1-59376987388,15479.63,2362.5,0.0,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2006-02-10,Woman/Girl,University,2000,18,19-
8829268264.0,Client Needs Assessment,Client Needs Assessment,Closed,866756796.0,Employment Services,Closed,2021-01-26,2021-01-28,2.0,1,2021,1.0,2021.0,1899132924.0,1-52022348285,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1999-08-31,Woman/Girl,Elementary,1990,24,20 - 29
7561721464.0,Self-Serve Services,Self-Serve Services,Set Up,863967859.0,Self-Serve,Open,2022-11-10,,,11,2022,,,1860284322.0,1-49918291723,,,,4.0,BCEA NEO OTHER,BCEA NEO Other,1991-07-29,Woman/Girl,College,1990,32,30 - 39
2484333464.0,Client Needs Assessment,Client Needs Assessment,Closed,878689084.0,Employment Services,Closed,2020-04-07,2020-04-07,0.0,4,2020,4.0,2020.0,1274673106.0,1-59876224680,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1995-02-22,Man/Boy,Elementary,1990,28,20 - 29
2638300994.0,Skills Enhancement - STOC,WHMIS,Closed,811093035.0,Employment Services,Closed,2020-01-21,2020-08-31,223.0,1,2020,8.0,2020.0,1128585231.0,1-721168-172411,589.09,0.0,0.0,17.0,GENERAL PWD,General with a Disability,1994-05-08,Woman/Girl,Apprenticeship,1990,29,20 - 29
2554885694.0,Job Sustainment,Job Sustainment,Closed,881243844.0,Employment Services,Closed,2020-03-03,2021-08-31,546.0,3,2020,8.0,2021.0,1100466795.0,1-63370001333,306.25,0.0,0.0,17.0,GENERAL PWD,General with a Disability,1959-07-26,Man/Boy,Secondary,1950,64,60+
2556682464.0,Job Sustainment,Job Sustainment,Closed,826206963.0,Employment Services,Closed,2020-02-26,2020-08-21,177.0,2,2020,8.0,2020.0,1132936156.0,1-63898627390,4200.0,,,17.0,GENERAL PWD,General with a Disability,2003-09-18,Man/Boy,College,2000,20,20 - 29
2965414994.0,Specialized Assessments,Physical/Functional Capacity Assessment,Cancelled,811313559.0,Employment Services,Closed,2019-04-17,2019-04-17,0.0,4,2019,4.0,2019.0,1189701562.0,1-65496319736,9353.75,,,1.0,BCEA EO,BCEA EO,1985-04-25,Woman/Girl,University,1980,38,30 - 39
2293167994.0,Work Experience,Unpaid Work Experience,Closed,817568350.0,Employment Services,Closed,2019-07-29,2019-08-26,28.0,7,2019,8.0,2019.0,1172896915.0,1-65030764852,1529.5,0.0,16.1,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,2002-09-17,Woman/Girl,Elementary,2000,21,20 - 29
8498739994.0,Job Sustainment,Job Sustainment,Closed,865274786.0,Employment Services,Closed,2021-08-09,2022-09-13,400.0,8,2021,9.0,2022.0,1816111693.0,1-57321438095,2728.14,2450.0,278.14,2.0,BCEA NEO PWD,BCEA NEO PWD,2001-12-06,Man/Boy,Unknown,2000,22,20 - 29
2103971464.0,Client Needs Assessment,Client Needs Assessment,Closed,814590539.0,Employment Services,Open,2019-07-03,2019-12-30,180.0,7,2019,12.0,2019.0,1179732533.0,1-65063971565,2069.38,,,5.0,EI ACTIVE,EI Active,1975-01-28,Man/Boy,University,1970,49,40 - 49
8608538464.0,Job Search,Job Search,Closed,866239403.0,Employment Services,Closed,2021-02-14,2021-06-14,120.0,2,2021,6.0,2021.0,1205204095.0,1-52688952723,,,,1.0,BCEA EO,BCEA EO,2002-06-07,Woman/Girl,Secondary,2000,21,20 - 29
8562038694.0,Job Search,Job Search,Closed,865198751.0,Employment Services,Closed,2021-07-12,2021-08-24,43.0,7,2021,8.0,2021.0,1812950131.0,1-57776091525,2625.0,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1983-12-08,Man/Boy,Apprenticeship,1980,40,40 - 49
2293243694.0,External Referrals,Referral to Other Employment Programs / Agencies,Closed,814082345.0,Employment Services,Closed,2019-07-08,2019-09-30,84.0,7,2019,9.0,2019.0,1166724664.0,1-64846472167,717.94,,,6.0,EI ACTIVE,EI Active,1982-12-23,Woman/Girl,University,1980,41,40 - 49
2292765694.0,Job Sustainment,Job Sustainment,Closed,816193595.0,Employment Services,Closed,2019-06-17,2021-09-07,813.0,6,2019,9.0,2021.0,1178356342.0,1-64921184641,1400.0,1400.0,0.0,8.0,EI REACHBACK,EI Reachback,2003-11-11,Man/Boy,Secondary,2000,20,20 - 29
2137908994.0,Client Needs Assessment,Client Needs Assessment,Closed,814905725.0,Employment Services,Closed,2019-06-26,2019-06-26,0.0,6,2019,6.0,2019.0,1161062940.0,1-64250858372,,,,1.0,BCEA EO,BCEA EO,1979-01-07,Woman/Girl,University,1970,45,40 - 49
2106397464.0,Skills Enhancement - STOC,WHMIS,Closed,814758704.0,Employment Services,Closed,2019-07-09,2019-07-09,0.0,7,2019,7.0,2019.0,1168707008.0,1-64811971573,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1997-01-21,Non-Binary,Unknown,1990,27,20 - 29
2597231264.0,Client Needs Assessment,Client Needs Assessment,Closed,885575339.0,Employment Services,Closed,2020-01-31,2021-06-01,487.0,1,2020,6.0,2021.0,1228826020.0,1-60650175422,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,2000-09-03,Man/Boy,College,2000,23,20 - 29
2599264994.0,Job Search,Job Search,Closed,885801112.0,Employment Services,Closed,2020-01-29,2020-05-08,100.0,1,2020,5.0,2020.0,1222846174.0,1-60678923111,,,,18.0,GENERAL,General w/o a Disability,2004-11-23,Woman/Girl,University,2000,19,19-
2047460264.0,Self-Serve Services,Self-Serve Services,Cancelled,867411843.0,Self-Serve,Closed,2020-08-02,2020-08-02,0.0,8,2020,8.0,2020.0,1236717992.0,1-51814212379,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1998-03-24,Man/Boy,Unknown,1990,25,20 - 29
7268949994.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Ended Delivery,864852894.0,Employment Services,Open,2022-05-05,2022-12-31,240.0,5,2022,12.0,2022.0,1880241746.0,1-54056187003,,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,1991-07-24,Woman/Girl,Apprenticeship,1990,32,30 - 39
7889274994.0,Job Sustainment,Job Sustainment,In Progress,865534711.0,Employment Services,Open,2022-06-01,2023-05-31,364.0,6,2022,5.0,2023.0,1827424855.0,1-55152732804,875.0,875.0,0.0,7.0,EI REACHBACK,EI Reachback,2003-12-19,Non-Binary,Elementary,2000,20,20 - 29
2031688994.0,Skills Enhancement - STOC,Other,Closed,868050847.0,Employment Services,Closed,2020-08-06,2020-08-21,15.0,8,2020,8.0,2020.0,1232761342.0,1-51147360239,1348.11,0.0,179.11,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2005-08-20,Woman/Girl,Secondary,2000,18,19-
2049197264.0,Skills Enhancement - STOC,Other,Closed,867499045.0,Employment Services,Closed,2020-08-11,2020-08-11,0.0,8,2020,8.0,2020.0,1236171993.0,1-51236599143,2918.43,0.0,32.11,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1985-07-30,Man/Boy,University,1980,38,30 - 39
7494100694.0,Job Search,Job Search,In Progress,864194424.0,Employment Services,Open,2022-12-05,2023-12-05,365.0,12,2022,12.0,2023.0,1888303059.0,1-54806638200,6256.25,,,9.0,EO ACTIVE,BCEA EO and EI Active,2000-12-14,Woman/Girl,Apprenticeship,2000,23,20 - 29
8890677694.0,Job Sustainment,Job Sustainment,Closed,883601650.0,Employment Services,Closed,2020-10-15,2021-10-12,362.0,10,2020,10.0,2021.0,1289170566.0,1-60435930454,597.19,0.0,0.0,10.0,EO REACHBACK,BCEA EO and EI Reachback,2000-11-26,Man/Boy,Apprenticeship,2000,23,20 - 29
2122385994.0,Self-Serve Services,Self-Serve Services,Set Up,817883125.0,Self-Serve,Open,2019-05-22,,,5,2019,,,1179096084.0,1-65058595339,,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,2002-05-02,Woman/Girl,Apprenticeship,2000,21,20 - 29
8642120694.0,Client Needs Assessment,Client Needs Assessment,Closed,866051010.0,Employment Services,Open,2021-06-01,2021-08-10,70.0,6,2021,8.0,2021.0,1819885591.0,1-57132485648,5376.88,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,2002-05-22,Woman/Girl,Unknown,2000,21,20 - 29
